Crop,Soil,Rainfall,Temperature,Fertilizer,Area,Yield
Cocoa,Sandy,456.43,14.68,77.98,8.76,1.57
Barley,Peaty,1397.61,17.33,201.73,9.02,1.89
Hemp,Loamy,798.97,22.04,181.81,0.93,4.71
Wheat,Clay,539.17,13.13,248.7,2.37,4.27
Sorghum,Silty,1433.48,25.02,245.94,1.93,4.11
Garlic,Peaty,1169.59,17.67,138.09,1.45,4.18
Cotton,Loamy,936.0,15.52,205.52,2.28,2.91
Tobacco,Peaty,1157.36,31.97,173.57,7.82,2.72
Cabbage,Peaty,1088.38,13.39,180.1,1.99,0.87
Peanuts,Peaty,251.8,10.13,64.86,1.33,0.86
Oats,Peaty,645.0,14.0,268.07,3.57,3.64
Peanuts,Loamy,289.69,21.17,182.83,1.29,3.93
Apples,Sandy,324.2,16.16,178.26,0.78,3.23
Onions,Silty,1485.24,10.43,209.01,8.96,1.44
Greengrams,Loamy,607.67,25.21,131.95,9.83,3.55
Oranges,Silty,1204.89,13.32,69.79,8.58,1.22
Oats,Sandy,967.21,18.04,180.86,9.56,3.66
Carrots,Clay,1184.94,26.22,186.63,2.03,3.45
Cassava,Loamy,433.86,15.1,94.65,8.15,2.66
Lettuce,Clay,1300.14,13.68,97.9,3.41,4.07
Cotton,Loamy,380.62,14.35,247.56,8.1,1.71
Cocoa,Silty,1173.34,24.45,98.84,8.59,3.45
Strawberries,Peaty,848.84,17.8,266.55,5.57,1.19
Strawberries,Sandy,255.07,10.32,77.69,5.52,2.18
Broccoli,Peaty,437.27,25.93,141.72,7.52,3.93
Quinoa,Chalky,1076.96,30.95,177.17,8.08,3.36
Blueberries,Chalky,1143.15,28.1,102.3,1.52,3.29
Lentils,Peaty,524.59,23.09,63.34,6.02,2.39
Bananas,Clay,289.88,18.34,187.99,5.53,3.2
Alfalfa,Silty,403.04,33.11,299.04,8.69,4.22
Hemp,Clay,1195.82,19.46,178.79,7.19,2.41
Cabbage,Clay,1282.36,25.32,237.13,4.78,3.58
Soybeans,Chalky,913.87,16.73,105.84,2.75,3.27
Pears,Peaty,1275.83,19.44,248.02,5.37,3.67
Cauliflower,Loamy,280.36,22.52,287.69,3.99,2.67
Millet,Peaty,643.67,23.11,98.0,9.37,2.48
Greengrams,Clay,509.04,18.7,288.51,5.84,3.36
Bananas,Chalky,1211.35,11.51,217.06,6.16,3.26
Amaranth,Silty,502.2,17.48,219.55,1.5,3.08
Apples,Sandy,367.24,11.59,67.96,1.09,2.88
Avocados,Loamy,296.16,10.83,226.91,6.79,1.56
Bananas,Sandy,1164.62,23.26,266.15,1.95,1.87
Onions,Loamy,677.72,13.53,134.43,0.65,1.5
Millet,Silty,392.62,10.02,165.28,3.8,4.53
Barley,Clay,1478.6,28.57,287.13,9.37,4.17
Cowpeas,Peaty,573.52,19.66,143.77,4.04,4.1
Coffee,Chalky,766.66,34.46,56.08,2.6,1.56
Potatoes,Sandy,958.32,20.49,297.16,5.01,1.04
Sorghum,Peaty,747.13,13.26,146.42,7.61,1.86
Apples,Sandy,1345.26,28.9,296.4,0.96,4.72
Carrots,Clay,1437.8,27.69,226.46,5.92,1.39
Pears,Sandy,1332.57,11.38,297.52,2.28,4.98
Potatoes,Sandy,827.2,14.28,196.43,2.85,4.75
Strawberries,Chalky,346.97,21.42,79.1,4.13,1.41
Zucchini,Clay,405.06,28.4,114.31,7.27,0.95
Amaranth,Peaty,1222.75,27.5,126.75,3.42,4.63
Blueberries,Clay,1265.55,27.89,113.71,4.91,1.76
Coffee,Clay,467.9,15.87,143.8,5.52,3.29
Chickpeas,Silty,858.66,20.87,290.3,1.26,4.26
Lentils,Peaty,801.32,10.66,259.93,8.09,0.72
Lentils,Silty,1207.76,24.34,210.69,8.48,1.12
Lentils,Peaty,426.17,29.32,104.03,3.18,4.63
Soybeans,Chalky,1057.14,19.52,227.86,2.25,1.06
Rice,Silty,1434.28,19.59,160.69,8.56,2.59
Amaranth,Sandy,538.68,26.62,164.05,9.45,2.23
Zucchini,Chalky,844.32,34.29,195.78,6.42,4.33
Cauliflower,Loamy,1077.24,34.29,265.05,4.54,3.54
Peanuts,Peaty,687.17,18.87,293.45,1.75,1.33
Barley,Peaty,1266.03,13.11,176.44,9.34,0.99
Lettuce,Silty,296.1,15.82,156.33,2.45,3.08
Quinoa,Loamy,1104.16,13.88,118.82,4.07,1.78
Millet,Silty,1262.14,28.58,273.51,2.54,1.45
Bananas,Chalky,746.43,12.13,146.56,4.97,3.36
Cotton,Loamy,1009.55,34.14,269.49,8.5,4.86
Lettuce,Loamy,510.73,10.03,113.67,8.47,4.49
Peas,Chalky,247.73,28.67,116.51,9.52,2.22
Oats,Loamy,754.06,27.25,198.19,5.04,3.3
Alfalfa,Loamy,945.88,34.44,267.9,9.09,0.91
Onions,Chalky,1178.65,27.95,91.45,8.32,3.1
Garlic,Loamy,1059.77,26.22,247.65,7.81,4.06
Cassava,Silty,865.09,34.01,256.87,5.31,4.0
Sugarcane,Clay,1472.48,15.2,211.98,8.94,0.57
Broccoli,Peaty,1279.96,24.02,114.6,7.33,3.61
Bananas,Clay,1419.75,34.74,228.98,7.92,4.0
Wheat,Loamy,958.34,12.46,119.33,1.33,1.33
Alfalfa,Chalky,742.85,19.08,72.67,2.02,4.05
Cowpeas,Silty,283.06,23.19,163.82,2.32,1.37
Cassava,Chalky,955.2,26.65,245.45,3.2,1.43
Blueberries,Silty,313.9,30.58,164.34,8.85,3.05
Blueberries,Peaty,1286.3,31.0,262.95,8.11,2.95
Greengrams,Peaty,655.1,26.89,160.75,7.33,3.03
Cabbage,Clay,272.74,16.2,233.16,3.36,1.52
Tomatoes,Silty,235.82,19.99,124.47,1.97,2.47
Peanuts,Clay,1260.66,15.58,134.39,2.24,2.02
Peas,Loamy,1169.41,21.59,215.72,6.47,2.41
Zucchini,Chalky,565.29,24.93,194.38,2.16,1.65
Pineapple,Sandy,1461.98,19.72,260.93,3.79,2.63
Lettuce,Silty,593.64,29.28,223.4,7.57,0.57
Tobacco,Peaty,398.79,13.15,138.21,3.66,0.56
Lentils,Loamy,551.83,14.2,162.05,4.29,4.12
Wheat,Clay,613.82,18.74,131.57,1.54,1.87
Spinach,Clay,1465.46,21.86,198.29,7.24,1.61
Potatoes,Sandy,865.37,27.21,209.43,1.52,4.94
Peas,Clay,1303.59,33.66,255.43,4.05,4.72
Rice,Loamy,367.1,16.92,206.1,7.55,2.38
Soybeans,Silty,961.07,24.59,173.36,3.28,1.69
Cassava,Loamy,1031.21,24.86,113.37,1.57,2.62
Cabbage,Clay,1235.2,18.0,110.11,4.14,0.92
Cocoa,Peaty,1449.67,17.12,84.42,2.51,2.18
Broccoli,Clay,1389.06,19.24,129.68,6.98,3.27
Beans,Peaty,572.6,30.17,104.95,2.91,1.68
Quinoa,Silty,1014.12,32.48,282.75,5.7,2.0
Peanuts,Sandy,1056.83,28.87,81.31,4.53,2.29
Cabbage,Sandy,1350.44,33.23,187.91,5.7,1.34
Pumpkin,Peaty,861.04,30.24,83.34,0.79,4.91
Rice,Silty,1132.3,18.85,86.48,1.21,3.59
Maize,Clay,934.84,33.98,269.63,6.72,1.12
Corn,Loamy,288.37,34.35,255.45,9.97,2.35
Sorghum,Peaty,200.84,29.18,164.75,0.62,3.57
Avocados,Loamy,1182.1,19.92,55.93,5.36,2.51
Avocados,Loamy,1140.74,26.62,54.97,5.7,3.83
Maize,Loamy,1310.21,20.55,79.87,8.14,3.02
Carrots,Sandy,322.39,20.07,78.65,7.84,2.34
Quinoa,Chalky,623.92,17.41,203.42,4.64,1.67
Lettuce,Silty,331.59,10.53,150.16,2.13,2.83
Greengrams,Clay,1070.03,11.98,201.54,8.89,2.9
Corn,Silty,1090.54,29.14,178.0,4.97,0.82
Peanuts,Peaty,222.29,23.53,146.76,4.36,3.47
Amaranth,Silty,1372.46,18.95,284.93,8.53,1.36
Chickpeas,Silty,608.04,25.91,258.0,7.77,2.67
Quinoa,Loamy,1123.27,15.76,98.42,1.06,2.5
Cassava,Sandy,1405.09,22.9,289.83,5.32,4.48
Apples,Clay,1396.74,16.43,203.69,9.38,3.09
Pineapple,Chalky,552.57,32.59,58.58,1.86,1.88
Lettuce,Clay,210.31,13.82,190.6,1.58,3.61
Millet,Sandy,824.59,14.13,144.98,9.64,1.68
Pears,Peaty,984.2,22.2,178.76,7.33,3.43
Oats,Clay,942.82,34.12,237.06,2.16,3.67
Sunflower,Silty,1242.72,32.49,263.9,7.57,0.94
Hemp,Peaty,1012.74,26.23,221.05,6.83,3.2
Tomatoes,Chalky,538.2,18.12,209.62,9.26,2.88
Peas,Clay,1021.68,13.64,99.59,1.07,0.57
Tobacco,Sandy,846.24,26.09,121.66,7.35,2.28
Cocoa,Peaty,395.17,14.31,154.31,0.85,4.78
Sunflower,Chalky,1385.14,13.31,134.49,3.95,3.55
Peanuts,Chalky,285.62,16.53,242.84,3.58,2.92
Onions,Chalky,853.76,12.19,173.94,5.63,2.62
Mangoes,Loamy,1025.11,12.64,161.37,4.07,2.53
Hemp,Silty,866.31,20.31,289.58,8.53,4.68
Cauliflower,Chalky,613.33,19.27,51.2,3.39,4.91
Lentils,Sandy,1211.39,26.97,211.82,5.14,2.44
Greengrams,Peaty,588.78,28.05,185.91,0.89,2.18
Pears,Clay,570.49,24.39,195.69,6.63,4.27
Tea,Peaty,422.64,31.61,198.08,1.5,3.75
Lettuce,Sandy,312.59,32.85,84.51,3.36,0.69
Greengrams,Sandy,1020.14,29.75,117.56,9.4,4.15
Corn,Chalky,517.12,33.75,257.45,8.87,1.58
Lentils,Loamy,259.27,28.01,127.07,4.25,4.44
Tobacco,Loamy,1133.17,16.19,82.68,5.76,4.86
Onions,Sandy,292.0,16.99,113.84,4.03,2.5
Pears,Chalky,1480.17,12.28,79.78,2.54,4.63
Sorghum,Loamy,965.27,16.21,280.16,9.73,4.94
Onions,Chalky,956.93,12.16,100.25,0.95,3.25
Pumpkin,Sandy,1226.64,18.98,115.27,7.3,1.66
Avocados,Loamy,770.78,25.16,246.24,5.87,2.61
Barley,Loamy,589.98,11.48,56.38,0.61,3.72
Sugarcane,Sandy,1242.72,13.32,191.38,5.76,2.63
Oats,Peaty,1312.85,15.03,207.53,1.66,1.2
Grapes,Sandy,441.32,24.03,189.3,8.15,0.92
Potatoes,Sandy,384.72,30.4,285.28,5.59,2.6
Zucchini,Peaty,1308.59,15.65,258.58,8.55,1.09
Corn,Silty,1054.7,18.91,90.4,6.2,3.21
Oats,Sandy,1305.63,19.13,211.82,7.35,3.7
Cauliflower,Sandy,583.34,18.11,83.53,7.12,2.11
Sugarcane,Silty,444.79,16.88,247.66,9.15,4.73
Sugarcane,Sandy,433.64,30.67,50.6,1.76,2.5
Onions,Sandy,224.16,26.52,200.98,4.82,3.89
Coffee,Silty,499.47,32.84,105.8,2.77,1.91
Oranges,Loamy,615.85,19.73,166.84,8.8,2.9
Garlic,Silty,855.9,16.36,77.45,7.36,3.67
Sunflower,Chalky,713.6,16.83,149.49,1.92,1.29
Cauliflower,Clay,405.18,32.72,61.36,6.26,0.55
Sunflower,Sandy,417.89,14.18,61.4,0.88,3.47
Cauliflower,Silty,1368.62,21.91,158.43,1.44,1.5
Oranges,Clay,889.94,17.34,121.22,1.75,1.61
Soybeans,Sandy,1436.09,17.66,166.15,4.87,3.4
Apples,Peaty,1257.05,32.74,196.25,9.67,0.57
Avocados,Chalky,316.38,33.29,69.16,5.54,4.11
Millet,Loamy,286.44,17.69,100.9,4.6,1.94
Apples,Chalky,1110.15,13.31,84.55,4.97,1.51
Mangoes,Silty,982.62,32.36,214.21,4.86,1.38
Beans,Silty,884.6,32.43,187.5,3.49,2.81
Sugarcane,Loamy,228.93,29.13,287.84,2.02,3.37
Coffee,Silty,350.79,31.3,52.71,9.42,1.09
Wheat,Sandy,900.86,17.01,232.39,6.03,3.06
Spinach,Loamy,362.03,26.6,129.84,7.55,2.9
Flax,Chalky,1270.45,17.11,81.34,5.52,1.32
Barley,Sandy,667.33,34.65,275.62,1.38,1.25
Coffee,Silty,563.64,19.81,202.81,4.85,4.21
Lettuce,Loamy,584.35,26.52,140.4,5.22,4.67
Hemp,Loamy,876.13,27.23,149.65,9.81,4.11
Onions,Clay,1221.68,18.01,63.55,5.18,4.96
Quinoa,Sandy,334.48,11.59,156.32,1.45,0.63
Amaranth,Clay,1440.75,32.55,91.25,8.92,1.27
Lettuce,Chalky,587.27,26.81,273.12,0.63,0.83
Soybeans,Peaty,577.57,29.34,121.37,8.98,1.75
Corn,Clay,263.12,18.01,202.46,4.42,1.51
Greengrams,Chalky,361.41,22.54,93.42,9.64,3.93
Maize,Peaty,482.34,18.8,290.63,1.11,0.67
Potatoes,Clay,951.85,31.88,182.16,4.96,3.52
Spinach,Silty,432.54,25.58,292.67,0.56,2.12
Grapes,Silty,1355.89,23.57,222.91,8.0,3.41
Lentils,Loamy,816.34,24.65,298.69,4.4,1.74
Spinach,Loamy,677.85,20.21,252.03,9.39,4.6
Barley,Clay,1300.51,30.34,81.03,9.44,3.58
Corn,Sandy,770.2,12.35,227.54,6.16,2.88
Greengrams,Chalky,342.98,18.13,170.91,9.41,3.79
Quinoa,Silty,623.24,18.15,231.07,2.48,0.84
Tobacco,Sandy,245.21,17.55,198.43,5.71,1.1
Tea,Peaty,1099.63,33.6,134.39,1.55,4.14
Pears,Silty,305.17,17.76,165.35,7.52,3.91
Barley,Chalky,312.56,25.35,77.64,3.19,3.64
Quinoa,Clay,1014.61,30.76,94.57,0.77,4.67
Cowpeas,Loamy,776.93,18.31,76.79,0.64,2.37
Sugarcane,Clay,1092.34,30.97,202.07,7.25,4.75
Mangoes,Loamy,812.59,25.58,254.94,2.05,3.49
Bananas,Peaty,1297.21,17.99,155.08,1.33,3.25
Cowpeas,Peaty,1316.01,22.67,77.37,8.76,4.63
Mangoes,Sandy,510.25,32.18,101.17,3.49,4.35
Barley,Clay,717.17,12.97,217.39,3.62,2.94
Quinoa,Chalky,786.36,14.24,263.38,3.09,1.24
Barley,Loamy,1201.43,29.48,186.91,2.62,1.0
Peanuts,Sandy,1389.93,27.66,211.11,6.32,2.33
Cowpeas,Clay,387.5,30.48,187.35,4.91,1.87
Cauliflower,Chalky,1147.79,26.49,98.71,9.16,2.07
Potatoes,Peaty,365.24,11.98,280.52,7.37,4.66
Cassava,Silty,1000.36,21.86,117.4,1.73,4.2
Blueberries,Clay,713.58,28.17,160.72,2.79,4.27
Coffee,Sandy,313.66,12.9,286.38,8.12,4.73
Flax,Sandy,643.81,14.21,200.74,3.58,0.91
Avocados,Loamy,502.55,30.69,208.95,8.62,2.42
Cotton,Loamy,358.63,12.67,129.62,1.22,2.71
Cotton,Peaty,1290.21,31.83,103.51,8.61,1.14
Millet,Chalky,1235.22,24.56,211.83,3.71,4.98
Peas,Loamy,1311.59,12.18,274.13,4.94,1.37
Oranges,Loamy,1152.98,29.46,57.77,4.14,1.06
Pineapple,Silty,498.98,28.31,263.46,4.92,3.27
Pears,Sandy,957.06,32.89,248.81,4.03,1.8
Cassava,Clay,1138.19,10.1,70.21,8.77,4.6
Tea,Loamy,864.9,25.03,227.09,4.25,2.61
Grapes,Clay,1440.08,14.64,116.17,5.81,1.57
Millet,Sandy,235.73,32.47,86.21,5.58,2.29
Chickpeas,Sandy,992.69,24.5,147.8,8.69,1.72
Pears,Chalky,805.96,31.21,217.04,2.88,4.01
Spinach,Peaty,526.07,26.83,247.39,2.68,0.56
Sunflower,Loamy,1085.41,34.74,143.35,1.56,4.8
Tomatoes,Peaty,918.71,16.63,250.49,3.41,3.61
Chickpeas,Peaty,1144.15,12.31,82.07,7.02,1.03
Lettuce,Sandy,1145.79,31.72,131.64,9.29,3.92
Strawberries,Chalky,1207.95,20.0,100.19,5.31,0.7
Mangoes,Peaty,545.94,22.1,250.29,4.98,2.21
Cassava,Silty,461.97,26.25,176.63,7.56,1.55
Rice,Loamy,632.55,32.69,145.53,0.6,4.21
Lentils,Peaty,765.88,11.15,206.76,9.41,3.88
Blueberries,Clay,203.27,23.7,163.49,4.39,2.29
Pears,Loamy,700.19,12.07,200.44,9.26,1.92
Wheat,Peaty,1026.01,34.23,271.41,2.59,2.07
Maize,Loamy,1461.54,14.41,239.55,4.48,2.03
Coffee,Peaty,563.38,27.63,99.98,2.62,1.21
Coffee,Loamy,612.92,25.51,209.31,6.43,3.87
Pineapple,Silty,510.55,25.96,179.58,4.62,4.35
Rice,Silty,1200.47,33.77,274.65,7.93,1.87
Garlic,Peaty,757.79,14.63,75.04,7.84,1.6
Cabbage,Loamy,272.73,22.09,180.07,7.22,2.64
Oranges,Loamy,1336.06,24.27,225.76,5.67,4.39
Strawberries,Sandy,1354.95,24.75,242.91,3.14,4.76
Spinach,Clay,968.8,24.15,87.56,3.8,2.7
Barley,Clay,316.35,10.51,240.15,9.15,3.31
Strawberries,Sandy,687.24,19.67,138.2,6.37,1.71
Oats,Loamy,784.47,17.71,85.27,0.82,4.23
Cotton,Silty,1269.02,18.32,77.87,8.18,4.39
Apples,Peaty,1452.75,30.15,195.9,9.87,3.77
Flax,Sandy,1019.1,11.31,144.27,8.48,4.94
Mangoes,Sandy,1235.53,31.64,68.27,3.04,4.39
Grapes,Peaty,362.1,15.98,109.23,5.98,0.91
Blueberries,Sandy,238.51,20.46,201.62,0.94,2.84
Garlic,Silty,536.29,22.61,71.65,0.65,4.87
Spinach,Loamy,957.3,15.12,182.49,7.12,3.24
Amaranth,Chalky,760.63,23.95,159.51,6.64,1.34
Sunflower,Chalky,1161.54,34.41,109.7,4.44,2.02
Garlic,Sandy,228.48,20.42,223.45,9.03,3.75
Tomatoes,Clay,1007.68,29.52,268.82,6.71,2.81
Tobacco,Loamy,622.18,14.82,84.75,4.91,1.7
Carrots,Chalky,1003.0,34.99,151.92,1.69,0.54
Avocados,Clay,694.04,26.46,276.77,4.75,4.27
Oranges,Loamy,620.55,32.77,290.35,2.04,0.78
Sorghum,Chalky,561.67,16.05,253.86,5.83,3.49
Onions,Loamy,1025.16,16.18,173.26,7.25,3.68
Apples,Chalky,1212.72,28.07,166.45,3.62,4.83
Corn,Chalky,648.29,16.48,53.45,3.59,3.11
Blueberries,Sandy,541.3,11.49,113.44,6.54,3.58
Onions,Sandy,556.01,25.93,265.38,0.66,3.58
Flax,Chalky,537.09,30.43,188.61,8.11,4.99
Sunflower,Peaty,507.96,14.81,181.28,1.48,2.46
Pumpkin,Clay,271.82,22.05,122.48,5.04,4.64
Garlic,Silty,416.87,26.07,197.18,1.8,1.35
Cowpeas,Sandy,1418.03,29.06,222.54,5.46,3.81
Soybeans,Clay,353.42,12.38,206.61,6.3,2.43
Sorghum,Silty,1219.23,28.54,283.47,5.56,1.28
Strawberries,Sandy,844.72,15.78,238.74,5.63,1.36
Avocados,Chalky,596.4,25.26,91.28,2.21,4.78
Blueberries,Sandy,901.9,30.94,113.7,6.94,4.21
Alfalfa,Silty,1019.57,28.9,232.51,3.35,3.39
Tobacco,Silty,1433.15,26.57,247.11,4.12,0.99
Tomatoes,Sandy,1412.43,20.26,190.81,1.28,0.88
Oats,Clay,634.99,23.61,116.31,9.71,3.58
Cauliflower,Loamy,1271.56,27.06,208.64,6.68,4.79
Flax,Clay,1288.92,30.62,156.96,0.82,1.53
Cowpeas,Loamy,752.07,21.44,206.33,9.59,1.94
Corn,Loamy,966.38,12.22,84.09,5.1,2.26
Corn,Sandy,1377.37,16.9,154.43,6.37,3.59
Pumpkin,Clay,1023.56,32.11,71.59,2.01,3.69
Cauliflower,Sandy,722.8,26.68,56.33,9.33,1.24
Oranges,Sandy,710.4,32.07,107.05,8.81,4.72
Corn,Chalky,940.52,11.17,290.28,8.08,3.85
Cowpeas,Chalky,1195.87,33.98,252.54,1.71,1.5
Sorghum,Clay,676.26,23.91,109.31,9.36,4.35
Broccoli,Clay,1243.12,31.11,256.87,6.85,2.98
Maize,Sandy,1067.39,11.7,226.5,9.2,4.65
Strawberries,Clay,276.16,21.36,297.49,5.26,1.39
Spinach,Clay,747.29,23.41,279.76,0.9,3.54
Pineapple,Peaty,345.11,19.34,75.36,5.37,4.72
Quinoa,Clay,543.14,13.17,232.42,1.07,1.81
Avocados,Clay,1404.97,33.8,143.91,8.52,2.24
Oranges,Silty,1311.09,31.94,263.18,6.33,2.37
Potatoes,Peaty,1030.1,31.6,146.56,2.75,4.6
Bananas,Peaty,1039.06,30.08,65.16,5.65,2.65
Zucchini,Silty,1015.91,22.15,74.42,6.52,0.75
Cassava,Sandy,527.73,30.49,100.49,5.81,1.3
Chickpeas,Chalky,997.64,16.96,107.66,1.23,2.03
Oranges,Clay,374.5,15.02,286.67,1.95,2.69
Chickpeas,Clay,554.96,22.98,287.31,2.17,3.74
Grapes,Clay,284.87,31.37,146.41,4.56,1.16
Oats,Loamy,881.57,30.71,294.88,4.19,1.3
Blueberries,Clay,1083.03,21.4,144.42,2.7,1.47
Mangoes,Sandy,1241.2,10.08,138.24,8.58,4.29
Tea,Loamy,1328.62,16.39,117.5,5.82,1.68
Cotton,Peaty,370.09,28.28,198.53,6.61,2.53
Cowpeas,Chalky,889.61,15.52,86.21,6.63,3.79
Carrots,Silty,992.5,17.32,174.75,0.96,5.0
Pears,Peaty,899.12,34.1,94.99,3.38,0.77
Potatoes,Chalky,1471.43,26.19,189.65,2.44,0.74
Pumpkin,Sandy,790.04,12.59,125.13,6.25,4.16
Cauliflower,Sandy,504.04,28.68,215.54,4.17,2.22
Lettuce,Loamy,902.44,31.42,137.78,3.25,2.47
Alfalfa,Loamy,954.62,24.86,282.37,3.38,0.98
Potatoes,Chalky,536.56,17.27,186.43,6.73,1.17
Sorghum,Clay,391.32,34.54,206.3,8.09,2.46
Lentils,Silty,433.64,24.94,138.23,2.04,3.53
Grapes,Silty,754.8,27.4,85.62,7.64,2.51
Amaranth,Peaty,453.45,18.74,289.31,2.33,4.03
Tea,Chalky,1356.46,17.22,105.07,9.18,2.48
Broccoli,Clay,289.0,34.58,203.36,9.62,4.47
Maize,Chalky,1470.04,33.83,244.45,3.45,0.56
Barley,Clay,881.13,11.11,260.03,9.28,4.47
Blueberries,Peaty,262.01,22.54,184.39,3.74,1.05
Amaranth,Peaty,798.09,26.03,179.36,9.2,1.16
Peanuts,Peaty,641.54,30.41,193.47,2.57,3.03
Avocados,Sandy,820.12,20.28,117.19,9.17,4.69
Potatoes,Clay,742.9,31.51,263.02,6.06,4.59
Beans,Peaty,1409.91,17.85,256.19,3.09,0.99
Barley,Clay,216.85,21.48,99.87,5.64,4.23
Alfalfa,Silty,728.29,32.19,94.27,0.78,1.46
Broccoli,Peaty,991.52,31.71,117.46,9.66,4.43
Wheat,Silty,1343.64,26.8,123.3,5.64,3.98
Potatoes,Chalky,504.23,21.56,268.81,3.95,4.51
Lettuce,Silty,1177.66,34.96,53.09,1.35,4.14
Cocoa,Peaty,248.9,14.02,86.48,3.25,1.54
Wheat,Loamy,371.49,16.35,200.98,1.93,1.54
Sunflower,Loamy,890.96,25.5,164.85,6.19,1.78
Tea,Loamy,932.5,17.19,164.18,1.77,1.38
Beans,Clay,1072.66,28.49,291.63,9.14,2.06
Pears,Silty,1231.02,22.56,272.08,4.17,2.78
Chickpeas,Silty,1103.38,28.36,123.72,5.18,1.07
Amaranth,Silty,569.95,27.46,73.41,1.68,3.25
Amaranth,Sandy,1180.79,21.99,208.08,2.28,3.21
Greengrams,Chalky,422.66,10.84,152.81,2.87,3.8
Beans,Loamy,1187.2,24.29,221.33,7.41,1.67
Tobacco,Silty,1439.56,16.39,75.18,8.93,1.08
Tobacco,Chalky,677.99,28.36,106.71,3.11,4.05
Tea,Silty,1474.98,28.68,199.0,7.96,3.07
Quinoa,Chalky,563.91,18.15,173.86,7.68,1.49
Millet,Silty,387.67,28.73,160.85,2.03,1.52
Coffee,Peaty,1183.61,18.34,215.27,4.9,4.35
Greengrams,Chalky,661.23,30.77,193.09,1.39,1.79
Sunflower,Clay,1184.69,20.3,96.04,9.79,3.86
Pineapple,Clay,928.44,18.34,244.62,4.01,0.63
Alfalfa,Sandy,1286.05,29.68,54.9,8.71,1.71
Soybeans,Peaty,1484.12,11.4,250.9,2.62,4.04
Amaranth,Sandy,1211.61,25.32,191.04,4.21,0.87
Bananas,Peaty,1155.72,19.63,221.23,9.07,4.77
Sunflower,Peaty,627.92,19.33,203.66,1.16,4.6
Beans,Loamy,1143.33,25.59,97.8,0.72,2.86
Avocados,Chalky,914.48,32.14,136.62,9.66,4.17
Tea,Clay,645.67,25.18,77.23,0.99,0.71
Rice,Chalky,749.34,15.68,116.86,7.23,4.69
Oranges,Clay,1306.39,17.87,141.03,4.05,4.03
Peanuts,Silty,1396.47,11.43,82.95,7.76,4.24
Sunflower,Loamy,809.61,31.63,286.5,3.28,1.63
Cabbage,Peaty,520.36,28.34,159.75,8.51,1.82
Bananas,Clay,626.64,20.81,159.69,0.78,2.63
Millet,Sandy,253.4,33.55,67.14,4.26,1.58
Sugarcane,Peaty,1451.42,25.35,147.26,7.13,0.86
Cowpeas,Clay,444.76,29.33,167.86,4.94,3.95
Cassava,Peaty,1007.35,25.21,174.05,1.88,3.85
Tea,Chalky,572.75,15.94,276.67,7.7,4.7
Lettuce,Chalky,425.82,25.22,112.78,6.68,1.41
Pears,Clay,1446.7,25.74,225.38,8.58,0.87
Alfalfa,Clay,1401.37,23.75,133.77,2.7,0.82
Sorghum,Silty,896.28,18.82,294.96,4.38,3.11
Flax,Sandy,248.34,19.18,205.39,9.34,2.91
Tomatoes,Clay,1034.74,19.32,273.73,9.59,2.98
Blueberries,Silty,339.47,33.79,176.79,2.15,0.77
Cauliflower,Sandy,933.97,17.22,235.85,2.5,4.3
Strawberries,Chalky,1322.73,26.21,281.34,1.82,1.02
Flax,Silty,1420.37,29.17,180.94,0.53,2.36
Zucchini,Clay,1109.4,19.83,221.0,2.71,1.16
Tomatoes,Peaty,522.75,13.53,96.0,5.88,2.69
Corn,Clay,1245.18,10.37,126.36,2.89,4.98
Apples,Sandy,1199.25,20.21,55.55,2.35,3.58
Zucchini,Loamy,1037.81,19.83,192.51,4.25,4.7
Grapes,Loamy,637.39,12.04,273.05,3.66,1.94
Cassava,Peaty,245.55,16.37,144.45,10.0,2.46
Hemp,Sandy,483.2,18.64,93.55,6.52,4.0
Greengrams,Peaty,676.47,28.03,60.72,5.29,2.91
Oats,Loamy,1163.27,28.04,94.52,4.24,0.54
Bananas,Peaty,526.55,34.75,67.99,9.25,3.84
Strawberries,Peaty,253.0,13.85,151.14,2.73,1.47
Amaranth,Chalky,569.55,18.81,126.54,9.06,3.01
Alfalfa,Loamy,1023.39,30.64,127.55,4.93,4.92
Oranges,Sandy,671.19,18.44,127.09,8.25,4.32
Peas,Silty,650.9,20.36,150.13,5.63,1.88
Pears,Loamy,1161.44,11.22,145.71,4.36,1.44
Alfalfa,Chalky,1176.74,15.42,82.6,0.58,2.35
Sunflower,Chalky,946.5,25.54,230.68,6.07,2.38
Sunflower,Chalky,1231.23,20.71,162.05,8.27,3.57
Tea,Loamy,1402.63,24.36,55.85,2.05,4.32
Hemp,Loamy,1420.34,29.23,278.27,6.66,1.94
Hemp,Chalky,1095.46,23.44,180.38,9.21,3.97
Tobacco,Peaty,282.83,13.62,206.52,1.16,2.91
Tobacco,Chalky,579.49,19.64,269.02,1.77,3.89
Mangoes,Sandy,1206.51,32.68,111.28,0.99,0.91
Apples,Silty,1486.11,33.65,76.79,6.99,4.61
Bananas,Peaty,1113.15,33.23,188.78,8.62,1.58
Tomatoes,Silty,232.39,23.67,255.63,7.75,1.79
Garlic,Clay,1195.15,19.5,204.53,6.21,0.7
Millet,Clay,1093.56,26.41,196.82,6.87,0.61
Broccoli,Peaty,216.83,34.21,250.64,4.87,3.96
